symbol,t_score
NETWORK18,12
NEULANDLAB,88
NEWEVER,
NEWGEN,75
NEWINFRA,38
NEWJAISA,0
NEWLIGHT,25
NEWMKTADV,-1
NEXTMEDIA,38
NEXUSSURGL,38
NEYCERI,
NFIL,
NFL,62
NGIL,25
NGIND,50
NGLFINE,88
NH,25
NHCFOODS,62
NHIT,
NHPC,50
NIACL,50
NIBE,75
NIBL,75
NICCO,
NICCOPAR,62
NICCOUCO,
NIDAN,62.5
NIDHGRN,75
NIHARINF,25
NIITLTD,25
NIITMTS,50
NIJJER,
NIKHILAD,12
NIKKIGL,25
NIKSTECH,66.67
NILACHAL,0
NILAINFRA,88
NILASPACES,88
NILE,62
NILKAMAL,38
NIMBSPROJ,38
NIMBUSFOO,
NINSYS,50
NIPPOBATRY,0
NIRAJ,88
NIRAJISPAT,-1
NIRAVCOM,38
NIRBHAYIND,-1
NIRLON,38
NIRMAN,12.5
NIRMITEE,50
NITCO,75
NITINCAST,100
NITINFIRE,
NITINSPIN,62
NITIRAJ,75
NITTAGELA,50
NIVAKA,38
NIVINFRA,
NIYOGIN,12
NKIND,12
NLCINDIA,50
NLFL,38
NMDC,75
NMSRESRC,0
NNTL,25
NOCIL,75
NOESISIND,
NOGMIND,0
NOIDATOLL,50
NOL,25
NORBTEAEXP,88
NORRIS,0
NORTHLINK,100
NOUVEAU,25
NOVAAGRI,50
NOVAGOLD,
NOVARTIND,
NOVATEOR,
NOVIS,0
NPRFIN,62
NPST,37.5
NRAIL,75
NRBBEARING,62
NRINTER,
NRL,62
NSIL,75
NSL,
NSLNISP,25
NTCIND,62
NTL,50
NTPC,62
NUCLEUS,75
NURECA,25
NUTECGLOB,12
NUTECH,
NUTEK,
NUTRA,
NUTRICIRCLE,75
NUVAMA,50
NUVOCO,62
NUWAY,67
NVENTURES,
NXST,
NYKAA,75
NYSSACORP,38
OAL,50
OASIS,
OASISEC,62
OBCL,38
OBEROIRLTY,75
OBIL,
OCCL,62
OCEANIC,
OCTAL,100
OCTAVE,38
OCTAVIUSPL,25
OCTAWARE,
ODYCORP,50
ODYSSEY,62
OFSS,75
OIL,75
OILCOUNTUB,25
OIVL,0
OKPLA,25
OLATECH,
OLECTRA,25
OLIL,0
OLPCL,0
OLYMPTX,0
OLYMTFI,
OLYOI,62
OMANSH,
OMAXAUTO,75
OMAXE,75
OMEAG,
OMEGAIN,25
OMFURN,50
OMINFRAL,62
OMKAR,75
OMKARCHEM,12
OMKARPH,50
OMNIAX,38
OMNIPOTENT,
OMNITEX,50
ONDOOR,0
ONEGLOBAL,100
ONELIFECAP,0
ONEPOINT,88
ONGC,62
ONMOBILE,25
ONTIC,0
ONWARDTEC,12
OONE,0
OPAL,
OPCHAINS,
OPTIEMUS,88
OPTIFIN,75
OPTOCIRCUI,
ORBTEXP,50
ORCHASP,0
ORCHPHARMA,62
ORGANICREC,
ORGCOAT,100
ORIANA,0
ORIBEVER,75
ORICONENT,62
ORIENTALTL,50
ORIENTBELL,75
ORIENTCEM,50
ORIENTCER,50
ORIENTELEC,100
ORIENTHOT,75
ORIENTLTD,62
ORIENTPPR,75
ORIENTTR,75
ORIRAIL,62
ORISSAMINE,62
ORISSASP,
OROSMITHS,0
ORTEL,62
ORTINLAB,88
OSCARGLO,38
OSEASPR,
OSEINTRUST,
OSIAHYPER,0
OSIAJEE,12
OSWALAGRO,50
OSWALEA,75
OSWALGREEN,75
OSWALOR,75
OSWALSEEDS,38
OSWAYRN,38
OTCO,62
OVOBELE,0
OWAIS,0
OXFORDIN,
OXYGENTAPH,25
PACE,
PACIFICI,100
PACT,
PADALPO,62
PADAMCO,25
PADMAIND,75
PADMALAYAT,12
PAEL,
PAGEIND,100
PAISALO,75
PAKKA,25
PALASHSECU,88
PALCO,12
PALMJEWELS,75
PALREDTEC,0
PANABYTE,38
PANACEABIO,12
PANACHE,62
PANAENERG,50
PANAFIC,38
PANAMAPET,100
PANCARBON,75
PANCHMAHQ,62
PANCHSHEEL,25
PANCM,88
PANELEC,62
PANIDPR,
PANINDIAC,0
PANJON,62
PANKAJPIYUS,100
PANKAJPO,50
PANORAMA,75
PANSARI,38
PANTH,12
PAOS,100
PAR,38
PARACABLES,0
PARADEEP,62
PARAGMILK,12
PARAGON,0
PARAGONF,38
PARAS,75
PARASPETRO,75
PARIN,75
PARKERAC,0
PARKHOTELS,50
PARLEIND,38
PARMAX,12
PARMCOS-B,38
PARMSILK,
PARNAXLAB,25
PARSHVA,75
PARSHWANA,50
PARSOLI,
PARSVNATH,25
PARTANI,
PARTYCRUS,87.5
PARVATI,50
PASARI,75
PASHUPATI,100
PASUFIN,50
PASUPTAC,38
PASUSPG,75
PATANJALI,62
PATELENG,62
PATELSAI,75
PATIDAR,25
PATINTLOG,50
PATRON,
PATSPINLTD,25
PATTECH,
PAUSHAKLTD,62
PAVNAIND,38
PAWANSUT,
PAYTM,25
PAZEL,
PBAINFRA,
PBFL,
PBGLOBAL,
PBMPOLY,62
PCBL,75
PCCOSMA,62
PCJEWELLER,62
PCL,
PCS,62
PDMJEPAPER,100
PDPL,
PDSL,62
PEARLPOLY,12
PECOS,
PEETISEC,50
PEL,38
PELTD,
PENIND,75
PENINLAND,100
PENNARALUM,
PENTAGOLD,
PENTAGON,0
PENTAGRAPH,
PEOPLIN,75
PERFECT,37.5
PERFEPA,38
PERMAGN,25
PERSISTENT,88
PERVASIVE,-1
PESB,
PETPLST,
PETRONENGG,
PETRONET,75
PFC,50
PFIZER,62
PFLINFOTC,25
PFOCUS,75
PFS,38
PGCRL,
PGEL,100
PGFOILQ,25
PGHH,25
PGHL,62
PGIL,62
PGINVIT,
PHANTOMFX,37.5
PHARMAID,12
PHCAP,75
PHOENIXLTD,75
PHOENIXTN,62
PHOENXINTL,25
PHOSPHATE,25
PHOTON,62
PHOTOQUP,12
PHRMASI,100
PHTRADING,-1
PHYTO,0
PICCADIL,50
PICCASUG,62
PICTUREHS,62
PIDILITIND,75
PIFL,62
PIGL,75
PIIND,75
PILANIINVS,75
PILITA,12
PINCON,
PINCONLIFE,
PINEANIM,
PIONAGR,88
PIONDIST,
PIONEEREMB,75
PIONRINV,38
PIOTEX,
PITHP,0
PITTIENG,75
PIXTRANS,88
PJL,
PKTEA,100
PLADAINFO,0
PLASTIBLEN,38
PLATIND,50
PLAZACABLE,17
PMCFIN,62
PML,12
PMTELELIN,12
PNB,38
PNBGILTS,75
PNBHOUSING,50
PNC,75
PNCINFRA,50
PNTKYOR,12
POBS,
POCL,75
PODDARHOUS,0
PODDARMENT,75
POEL,75
POKARNA,75
POLICYBZR,62
POLOHOT,12
POLSON,12
POLYCAB,100
POLYCHEM,50
POLYCHMP,50
POLYCON,88
POLYLINK,75
POLYMAC,
POLYMED,75
POLYPLEX,75
POLYSIL,0
POLYSPIN,12
POLYTEX,75
PONNIERODE,75
POOJA,38
POOJAENT,75
POONADAL,88
POONAWALLA,25
POPEES,25
POPULARES,12
PORWAL,75
POWERGRID,100
POWERINDIA,75
POWERMECH,-1
PPAP,62
PPL,100
PPLPHARMA,75
PQIF,25
PRABHAVIN,
PRABHHANS,12
PRADHIN,0
PRADPME,50
PRAENG,75
PRAGBOS,12
PRAJIND,75
PRAKASH,62
PRAKASHSTL,25
PRAMARA,0
PRATHAM,0
PRATIBHA,
PRATIK,12
PRATIKSH,0
PRAVEG,25
PRAXIS,0
PRECAM,12
PRECISIO,88
PRECISION,
PRECISION,50
PRECOT,75
PRECWIRE,100
PREMCAP,12
PREMCAPM,
PREMCO,62
PREMEXPLN,75
PREMIER,88
PREMIERPOL,62
PREMPIPES,
PREMSYN,50
PRERINFRA,88
PRESHAMET,
PRESSMN,
PRESSTONIC,0
PRESSURS,25
PRESTIGE,100
PREVEST,
PRICOLLTD,75
PRIMAGR,12
PRIMAIN,75
PRIMAPLA,75
PRIMECAPM,17
PRIMEFRESH,
PRIMEPRO,38
PRIMESECU,75
PRIMEURB,50
PRIMIND,38
PRIMO,12
PRINCEPIPE,62
PRISMFN,8
PRISMMEDI,25
PRISMX,12
PRITHVIEXCH,75
PRITI,12
PRITIKA,50
PRITIKAUTO,25
PRIVISCL,75
PRIYALT,50
PRLIND,66.67
PROCAL,100
PROCLB,62
PROFINC,0
PROGREXV,62
PROLIFE,25
PROMACT,38
PROMAX,
PROPEQUITY,75
PROTEAN,25
PROV,37.5
PROZONER,38
PRSMJOHNSN,62
PRSNTIN,62
PRUDENT,100
PRUDMOULI,
PSAL,
PSB,25
PSITINFRA,0
PSPPROJECT,25
PTC,38
PTCIL,50
PTIL,
PTL,62
PULSRIN,100
PULZ,0
PUNCTRD,
PUNJABCHEM,75
PUNJCOMMU,75
PUNJLLOYD,
PURITY,-1
PUROHITCON,
PURPLE,12
PURPLEFIN,-1
PURSHOTTAM,38
PURVA,100
PURVFLEXI,0
PVP,25
PVRINOX,38
PVSL,50
PVVINFRA,12
PWASML,50
PYRAMID,33
PYXISFIN,
QFIL,50
QGO,25
QLL,
QMSMEDI,50
QRIL,
QUADPRO,0
QUADRANT,100
QUANTBUILD,12
QUANTDIA,12
QUASAR,38
QUESS,62
QUEST,38
QUESTCAP,50
QUESTLAB,33
QUICKHEAL,62
QUICKTOUCH,0
QUINT,0
QUINTEGRA,75
RAAJMEDI,75
RACCL,
RACE,100
RACLGEAR,25
RACONTEUR,
RADAAN,25
RADHEDE,0
RADHIKAJWE,50
RADIANTCMS,12
RADICO,75
RADIOCITY,50
RADIOWALLA,50
RADIXIND,38
RAFL,
RAGHUNAT,50
RAGHUSYN,38
RAGHUTOB,25
RAHME,83
RAIDEEPIND,
RAILTEL,100
RAIN,38
RAINBOW,25
RAINBOWDQ,
RAINBOWF,62
RAINBOWPAP,
RAJABAH,75
RAJATH,50
RAJESHEXPO,0
RAJGASES,75
RAJINFRA,50
RAJKOTINV,33
RAJKSYN,62
RAJMET,0
RAJNISH,0
RAJOOENG,75
RAJPACK,12
RAJPALAYAM,88
RAJPUTANA,12
RAJRATAN,38
RAJRILTD,0
RAJSAN,
RAJSPTR,75
RAJSREESUG,50
RAJTUBE,0
RAJTV,25
RAJVI,75
RAJVIR,62
RALEGRA,75
RALLIS,75
RAMANEWS,25
RAMAPETRO,75
RAMAPHO,25
RAMAPPR-B,0
RAMASIGNS,0
RAMASTEEL,12
RAMAVISION,75
RAMCOCEM,50
RAMCOIND,75
RAMCOSYS,38
RAMGOPOLY,0
RAMINFO,25
RAMKY,25
RAMRAT,75
RAMSARUP,
RAMSONS,62
RANASUG,62
RANCC,
RANDER,100
RANEENGINE,88
RANEHOLDIN,62
RANJEET,
RANJITSE,
RAP,62
RAPICUT,25
RAPIDIN,67
RASANDIK,50
RASIELEC,62
RASRESOR,38
RASSIREF,25
RATEGAIN,62
RATHIBAR,62
RATHIGRA,
RATHIST,25
RATNABHUMI,100
RATNAMANI,100
RATNAVEER,75
RAUNAQEPC,50
RAVALSUGAR,75
RAWEDGE,25
RAYALEMA,75
RAYLA,75
RAYMOND,100
RBA,38
RBGUPTA,75
RBL,75
RBLBANK,62
RBMINFRA,62.5
RBS,50
RBZJEWEL,50
RCAN,
RCCEMEN,50
RCCL,50
RCDL,0
RCF,62
RCIIND,25
RCL,62
RCOM,62
RDBRIL,50
RDBRL,50
REALECO,25
RECLTD,50
REDINGTON,75
REDTAPE,67
REETECH,
REFEX,62
REFEXRENEW,25
REFNOL,
REFRACTORY,75
REGAL,
REGENCERAM,88
REGENCY,88
REGENTRP,12
REGIS,62
REGTRUS,62
RELAXO,50
RELCAPITAL,
RELCHEMQ,50
RELIABLE,37.5
RELIABVEN,12
RELIANCE,50
RELICAB,88
RELICTEC,0
RELIGARE,88
RELINFRA,38
RELSTRUCT,
RELTD,12
REMIEDEL,25
REMLIFE,0
REMSONSIND,100
REMUS,0
RENUKA,62
REPCOHOME,75
REPL,12
REPRO,0
RESGEN,
RESONANCE,38
RESPONIND,62
RESPONSINF,25
RESTILE,50
RETINA,
REVAORG,
REXNORD,50
REXPIPES,50
REXSEAL,
RFLL,0
RFSL,17
RGCORP,
RGF,
RGIL,67
RGL,25
RGRL,12
RHETAN,75
RHFL,38
RHIM,12
RHL,100
RIBATEX,75
RICHA,0
RICHAIND,38
RICHIRICH,75
RICHUNV,75
RICOAUTO,75
RIDDHI,75
RIDDHICORP,0
RIDHISYN,-1
RIDINGS,
RIGASUG,
RIIL,62
RILINFRA,50
RIR,62
RISAINTL,12
RISHABH,8
RISHDIGA,62
RISHILASE,75
RISHIROOP,25
RISHITECH,62
RISHYRN,67
RITCO,75
RITES,62
RITESHIN,12
RITEZONE,0
RITHWIKFMS,
RJBIOTECH,
RJSHAH,50
RKB,
RKDAGRRTL,25
RKDL,75
RKEC,62
RKFORGE,75
RKSWAMY,33
RLF,62
RLFL,12
RLL,
RMC,
RMCHEM,
RMCL,
RMDRIP,75
RML,62
RMMIL,
RNAVAL,
RNBDENIMS,88
ROBU,
ROCKINGDCE,0
RODIUM,38
ROHITFERRO,
ROHLTD,50
ROJL,62
ROLCOEN,12
ROLEXRINGS,75
ROLLT,75
ROLTA,62
ROML,12
RONI,
ROOPAIND,25
ROOPSHRI,
ROSELABS,50
ROSEMER,50
ROSSARI,62
ROSSELLIND,75
ROTO,100
ROUTE,75
ROXHITECH,0
ROYAL,
ROYALCU,88
ROYALIND,100
RPEL,75
RPGLIFE,62
RPOWER,62
RPPINFRA,75
RPPL,0
RPSGVENT,75
RPTECH,50
RRETAIL,38
RRFIN,12
RRIL,25
RRKABEL,67
RRMETAL,0
RRSECUR,33
RSCINT,75
RSDFIN,88
RSSOFTWARE,75
RSTL,
RSWM,88
RSYSTEMS,62
RTFL,100
RTNINDIA,88
RTNPOWER,62
RTSPOWR,25
RUBFILA,62
RUBY,
RUBYMILLS,88
RUCHINFRA,12
RUCHIRA,88
RUDRA,100
RUDRAECO,75
RUDRAGAS,
RULKA,-1
RUNEECHA,
RUNGTAIR,100
RUPA,75
RUSHIL,88
RUSTOMJEE,38
RVHL,12
RVNL,100
S&SPOWER,50
SAAKSHI,0
SAB,25
SABAR,37.5
SABEVENTS,75
SABOOSOD,62
SABTNL,75
SACHEMT,38
SADBHAV,38
SADBHIN,12
SADHAV,0
SADHNA,12
SADHNANIQ,25
SAENTER,75
SAFALHBS,
SAFALSEC,
SAFARI,62
SAFFRON,62
SAGAR,
SAGARDEEP,38
SAGARSOFT,25
SAGARSYST,
SAGCEM,62
SAGL,17
SAGRSOY-B,50
SAH,0
SAHAJ,0
SAHANA,75
SAHARA,
SAHARAHOUS,38
SAHLIBHFI,100
SAHYADRI,62
SAI,
SAIBABA,
SAICAPI,38
SAICOM,62
SAIFL,0
SAIL,38
SAILANI,
SAINDUS,
SAINIK,62
SAINTGOBAIN,88
SAKAR,0
SAKHTISUG,62
SAKSOFT,38
SAKTHIFIN,38
SAKUMA,75
SALASAR,12
SALAUTO,50
SALEM,12
SALGUTI,100
SALONA,62
SALORAINTL,38
SALSAIN,-1
SALSTEEL,75
SALZERELEC,75
SAMBANDAM,25
SAMBHAAV,25
SAMHI,33
SAMINDUS,12
SAMKRG,75
SAMOR,62
SAMPANN,100
SAMPRE,12
SAMRATFORG,12
SAMRATPH,0
SAMSRITA,75
SAMTELIN,
SAMTEX,62
SAMYAKINT,62
SANASATECH,
SANBLUE,100
SANCF,0
SANCO,100
SANCODE,
SANCTRN,75
SANDESH,100
SANDHAR,75
SANDPLAST,
SANDUMA,67
SANDUPHQ,0
SANGAMFIN,38
SANGAMIND,38
SANGANI,0
SANGHCO,
SANGHIIND,25
SANGHVIMOV,38
SANGINITA,0
SANGUI,
SANHP,
SANINFRA,0
SANJIVIN,75
SANKHYAIN,
SANOFI,75
SANPA,75
SANSERA,100
SANTETX,88
SANTOSHF,0
SANWARIA,25
SAPANCHEM,
SAPL,50
SAPPHIRE,75
SAPPL,50
SARDAEN,50
SAREGAMA,75
SARLAPOLY,75
SAROJA,0
SARTELE,0
SARTHAKGL,50
SARTHAKIND,12
SARUPINDUS,75
SARVESHWAR,12
SARVOTTAM,12
SASHWAT,75
SASKEN,88
SASTASUNDR,25
SATAGRI,-1
SATCH,38
SATHAISPAT,
SATIA,88
SATIN,38
SATINDLTD,50
SATRAPROP,75
SATTRIX,
SAUMYA,50
SAURASHCEM,50
SAVERA,38
SAVFI,75
SAVINFOCO,75
SAWABUSI,0
SAYAJIHOTL,75
SAYAJIIND,12
SBC,50
SBCL,25
SBECSUG,75
SBECSYS,12
SBFC,50
SBFL,50
SBGLP,75
SBICARD,50
SBIHOMEFIN,
SBILIFE,75
SBIN,62
SBL,
SBLI,
SBRANDS,
SBTL,
SBVCL,
SCAGRO,100
SCANPGEOM,75
SCANPRO,75
SCANSTL,25
SCARNOSE,
SCBL,62
SCC,62
SCHAEFFLER,75
SCHAND,62
SCHNEIDER,75
SCI,62
SCILAL,67
SCL,88
SCML,0
SCOOBEEDAY,12
SCOOTER,
SCPL,75
SCTL,12
SDBL,12
SDC,
SDL,75
SEACOAST,75
SEALMATIC,
SEAMECLTD,75
SEASONF,
SEASONST,38
SEATV,75
SECHE,
SECL,0
SECMARK,33
SECURCRED,0
SECURKLOUD,0
SEIL,50
SEITINVIT,
SEJALLTD,38
SEL,50
SEL,0
SELAN,62
SELLWIN,62
SELMC,0
SEMAC,0
SEML,
SENCO,75
SENINFO,25
SEPC,50
SEQUENT,50
SERA,88
SERIND,
SERVICE,0
SERVOTEACH,50
SERVOTECH,88
SESHACHAL,
SESHAPAPER,50
SETCO,88
SETUINFRA,67
SEVENHILL,62
SEYAIND,75
SFL,25
SFPIL,25
SFSL,
SGARRES,
SGFIN,0
SGFRL,
SGIL,38
SGL,88
SGMART,50
SGNTE,25
SGRL,75
SHAH,38
SHAHALLOYS,25
SHAHCON,-1
SHAHFOOD,62
SHAHISHIP,100
SHAHLON,38
SHAILJA,
SHAILY,100
SHAIVAL,
SHAKTIPR,
SHAKTIPUMP,100
SHALBY,50
SHALIWIR,25
SHALPAINTS,0
SHALPRO,100
SHAMROIN,12
SHANGAR,100
SHANKARA,38
SHANTAI,0
SHANTHALA,0
SHANTI,25
SHANTIDENM,
SHANTIGEAR,88
SHANTIGURU,
SHAQUAK,12
SHARDACROP,75
SHARDAMOTR,100
SHARDUL,62
SHAREINDIA,12
SHARIKA,75
SHARMEH,
SHARONBIO,
SHARP,100
SHARPINV,88
SHARPLINE,12
SHASHANK,
SHASHIJIT,0
SHAWGELTIN,38
SHBAJRG,88
SHBHAWPA,
SHEETAL,
SHEETALB,
SHELTER,
SHEMAROO,12
SHENTRA,
SHERA,37.5
SHERVANI,75
SHESHAINDS,0
SHETR,25
SHGANEL,38
SHHARICH,25
SHIGAN,0
SHIKHAR,
SHIKHARLETR,
SHILCTECH,25
SHILGRAVQ,62
SHILINDORE,0
SHILPAMED,100
SHINDL,75
SHINEFASH,
SHIRPUR-G,
SHISHIND,25
SHIVA,0
SHIVAAGRO,25
SHIVACEM,75
SHIVAEXPO,
SHIVAGR,88
SHIVALIK,50
SHIVAM,
SHIVAMAUTO,62
SHIVAMILLS,25
SHIVATEX,62
SHIVAUM,
SHIVKAMAL,
SHK,50
SHKALYN,75
SHKARTP,0
SHLAKSHMI,
SHOORA,
SHOPERSTOP,88
SHPLPUNE,75
SHRAAITECH,67
SHRADDHA,12
SHRADHA,100
SHRAJOI,
SHRAJSYNQ,75
SHRDAIS,100
SHREDIGCEM,62
SHREE,
SHREECEM,62
SHREEGANES,0
SHREEJAL,
SHREEKARNI,0
SHREEOSFM,0
SHREEPAC,50
SHREEPUSHK,62
SHREERAM,
SHREERAMA,62
SHREESEC,
SHREESHAY,
SHREETULSI,
SHREMETAL,38
SHREMINVIT,
SHRENIK,25
SHRENTI,
SHREYANIND,62
SHREYAS,38
SHREYASI,62
SHRIBCL,
SHRICON,38
SHRIDINE,62
SHRIGANG,25
SHRIKRISH,0
SHRINIWAS,50
SHRIPISTON,75
SHRIRAMFIN,100
SHRIRAMPPS,50
SHRISTI,12
SHRITECH,0
SHRJAGP,100
SHRMFGC,75
SHRYDUS,0
SHUBHAM,25
SHUBHLAXMI,0
SHUKJEW,38
SHUKRAPHAR,75
SHVFL,100
SHVSUIT,8
SHYAM,
SHYAMAINFO,50
SHYAMCENT,12
SHYAMMETL,62
SHYAMTEL,62
SHYMINV,75
SIBARAUT,62
SICAGEN,88
SICALLOG,0
SICAPIT,50
SICL,100
SICLTD,
SIDDH,
SIDDHA,25
SIDDHEGA,8
SIDDHIKA,75
SIDH,
SIEL,0
SIELFNS,100
SIEMENS,75
SIFL,
SIGACHI,12
SIGIND,50
SIGMA,62
SIGNATURE,75
SIGNORIA,8
SIGNPOST,25
SIGRUN,
SIIL,12
SIIL,
SIKA,75
SIKKO,62
SIKOZY,12
SIL,75
SILGO,75
SILICON,
SILINV,75
SILKFLEX,50
SILLYMONKS,38
SILVERLINE,
SILVERO,50
SILVERPRL,
SILVERTUC,62
SILVOAK,62
SIMBHALS,62
SIMMOND,88
SIMPLEXCAS,75
SIMPLEXINF,62
SIMPLXMIL,38
SIMPLXPAP,50
SIMPLXREA,75
SIMRAN,12
SINCLAIR,33
SINDHUTRAD,0
SINDUVA,-1
SINGER,12
SINNAR,67
SINTERCOM,75
SIPIND,
SIPL,0
SIPTL,12
SIRCA,38
SIROHIA,
SIS,38
SISL,
SITAENT,75
SITINET,12
SIYARAM,
SIYSIL,38
SIZEMASTER,75
SJCORP,75
SJLOGISTIC,0
SJS,75
SJVN,25
SKC,0
SKCIL,12
SKFINDIA,75
SKFL,
SKIEL,
SKIFL,
SKIL,-1
SKILVEN,
SKIPPER,62
SKL,
SKMEGGPROD,12
SKP,37.5
SKP,
SKPMIL,25
SKPSEC,75
SKRABUL,62
SKSTEXTILE,
SKUMAR,
SKYGOLD,100
SKYIND,38
SKYLMILAR,50
SLONE,75
SLSTLQ,25
SMADL,
SMARITIME,
SMARTFIN,0
SMARTLINK,62
SMAUTO,
SMCGLOBAL,75
SMCREDT,
SMEL,
SMENER,
SMFIL,38
SMGOLD,12
SMIFS,25
SML,25
SMLISUZU,50
SMLT,0
SMRUTHIORG,12
SMSLIFE,62
SMSPHARMA,75
SMSTECH,
SMVD,
SNIM,0
SNL,62
SNOWMAN,62
SNTCL,
SOBHA,75
SOBME,75
SODFC,0
SOFCOM,0
SOFTBPO,0
SOFTRAKV,75
SOFTSOL,75
SOFTTECH,75
SOLARA,75
SOLARINDS,75
SOLEX,75
SOLIDSTON,38
SOLIMAC,62
SOLISMAR,
SOLITIN,
SOMANYCERA,75
SOMAPPR,
SOMATEX,38
SOMICONVEY,75
SONACOMS,38
SONAL,62
SONALAD,12
SONALIS,
SONAMAC,0
SONAMLTD,50
SONATSOFTW,12
SONISOYA,
SONUINFRA,50
SORILINFRA,
SOTAC,0
SOTL,62
SOUISPAT,
SOURCEIND,25
SOURCENTRL,100
SOUTHBANK,38
SOUTHERNIN,62
SOUTHMG,25
SOUTHWEST,0
SOUTLAT,62
SOVERDIA,25
SOWBHAGYA,
SPACAPS,
SPACEINCUBA,12
SPAL,100
SPANDANA,0
SPAR,25
SPARC,38
SPCAPIT,62
SPCENET,62
SPECFOOD,12
SPECIALITY,12
SPECIAPP,
SPECTRA,25
SPECTRUM,100
SPECTSTM,0
SPELS,100
SPENCERS,12
SPENTA,0
SPENTEX,
SPIC,50
SPICEISL,38
SPICEJET,
SPICY,
SPITZE,
SPL,
SPLIL,38
SPLPETRO,75
SPMLINFRA,75
SPORTKING,62
SPRAYKING,0
SPRIGHT,100
SPRL,
SPS,25
SPSINT,75
SPSL,25
SPTL,38
SPTRSHI,62
SPVGLOBAL,-1
SPYL,75
SRAMSET,50
SRD,12
SRDAPRT,75
SRDL,
SRECR,38
SREEJAYA,100
SREEL,12
SRESTHA,100
SRF,62
SRGHFL,50
SRGSFL,
SRHHYPOLTD,25
SRICC,
SRIKPRIND,38
SRIMT,
SRINACHA,12
SRINANDAA,
SRIND,0
SRIRAM,
SRIVAJRA,
SRIVASAVI,50
SRL,
SRM,33
SRMCL,75
SRMENERGY,0
SRPL,0
SRPML,
SRSLTD,
SRSOLTD,
SRUSTEELS,0
SSFL,0
SSINFRA,
SSLEL,88
SSPDL,50
SSPNFIN,
SSTL,
SSWL,25
SSWRL,75
STAL,
STANCAP,0
STANPACK,0
STANROS,50
STAR,75
STARCEMENT,38
STARCOM,25
STARDELTA,12
STARHEALTH,25
STARHFL,0
STARLENT,50
STARLIT,12
STARLITE,25
STARLOG,12
STARPAPER,75
STARTECK,50
STCINDIA,88
STCORP,25
STDBAT,12
STDSFAC,0
STDSHOE,50
STEELCAS,75
STEELCITY,75
STEELCO,
STEELXIND,88
STEERINTER,
STEL,100
STELLANT,75
STELLAR,
STEP2COR,12
STEPHANOTIS,
STERPOW,75
STERTOOLS,62
STEWARTQ,
STHINPA,75
STL,12
STLSTRINF,62
STLTECH,75
STML,
STONEIN,
STOVACQ,38
STOVEKRAFT,100
STRAEXPO,-1
STRATMONT,0
STRGRENWO,50
STRLGUA,100
STURDY,0
STYLAMIND,62
STYRENIX,75
SUBEXLTD,25
SUBHTEX,
SUBROS,75
SUBSM,12
SUCROSA,0
SUDAI,62
SUDARSCHEM,75
SUDARSHAN,
SUDTIND-B,0
SUERYAAKNI,
SUGALDAM,50
SUICH,
SUJALA,62
SUKHJITS,50
SULA,12
SULABEN,50
SUMEDHA,38
SUMEETINDS,0
SUMERUIND,0
SUMICHEM,75
SUMIT,75
SUMMITSEC,75
SUMUKA,88
SUNBRIGHT,
SUNCITYSY,75
SUNCLAY,33
SUNDARAM,50
SUNDARMFIN,75
SUNDARMHLD,62
SUNDRMBRAK,62
SUNDRMFAST,100
SUNFLAG,62
SUNGOLD,100
SUNGRAN,
SUNILAGR,0
SUNILTX,62
SUNITATOOL,
SUNITEE,
SUNLOC,62
SUNPHARMA,62
SUNRAJDI,50
SUNREST,0
SUNRETAIL,
SUNRINV,-1
SUNSHIEL,62
SUNSOUI,
SUNTECK,75
SUNTV,75
SUPDF,
SUPER,25
SUPERBAK,25
SUPERHOUSE,50
SUPERIOR,50
SUPERNOVA,
SUPERSHAKT,
SUPERSPIN,50
SUPERSYN,
SUPERTEX,38
SUPRAJIT,75
SUPRAPFSL,50
SUPRATRE,75
SUPREME,12
SUPREMEENG,50
SUPREMEIND,75
SUPREMEINF,25
SUPREMEPWR,0
SUPRIYA,75
SUPTANERY,50
SURAJ,38
SURAJEST,75
SURAJLTD,25
SURANASOL,50
SURANAT&P,100
SURANI,0
SURATRAML,0
SURBHIN,
SURFI,50
SURINDL,
SURJIND,0
SURYAAMBA,0
SURYACHAKRA,
SURYAINDIA,-1
SURYALA,12
SURYALAXMI,50
SURYAROSNI,50
SURYODAY,38
SURYVANSP,38
SUTLEJTEX,62
SUULD,0
SUUMAYA,
SUVEN,38
SUVENPHAR,75
SUVIDHAA,0
SUYOG,38
SUZLON,100
SVAINDIA,-1
SVAMSOF,0
SVARTCORP,25
SVCIND,50
SVCRES,
SVGLOBAL,88
SVJ,
SVLL,62
SVPGLOB,50
SVRL,
SVS,
SW1,12
SWADEIN,75
SWADHATURE,-1
SWADPOL,38
SWAGTAM,62
SWANAGRO,
SWANENERGY,50
SWARAJ,75
SWARAJENG,100
SWARNSAR,12
SWASTIK,0
SWASTIKA,75
SWASTIVI,12
SWATIPRO,75
SWELECTES,50
SWISSMLTRY,
SWITCHTE,75
SWOEF,17
SWORDEDGE,38
SWRNASE,12
SWSOLAR,62
SYBLY,38
SYLPH,0
SYMBIOX,25
SYMPHONY,62
SYNCOMF,50
SYNGENE,50
SYNOPTICS,0
SYNTHFO,25
SYRMA,38
SYSCHEM,0
SYSTANGO,37.5
SYSTMTXC,75
SYTIXSE,12
TAALENT,62
TAAZAINT,
TAC,33.33
TAHMARENT,100
